,all.wasit_estimate,all.wasit_p.value,all.SBP_estimate,all.SBP_p.value,all.DBP_estimate,all.DBP_p.value,all.HR_estimate,all.HR_p.value,all.RASBP_estimate,all.RASBP_p.value,all.RAMSBP_estimate,all.RAMSBP_p.value,all.RADBP_estimate,all.RADBP_p.value,all.LASBP_estimate,all.LASBP_p.value,all.LAMSBP_estimate,all.LAMSBP_p.value,all.LADBP_estimate,all.LADBP_p.value,all.RLSBP_estimate,all.RLSBP_p.value,all.RLMSBP_estimate,all.RLMSBP_p.value,all.RLDBP_estimate,all.RLDBP_p.value,all.LLSBP_estimate,all.LLSBP_p.value,all.LLMSBP_estimate,all.LLMSBP_p.value,all.LLDBP_estimate,all.LLDBP_p.value,all.hrbpm_estimate,all.hrbpm_p.value,all.RbaPWV_estimate,all.RbaPWV_p.value,all.LbaPWV_estimate,all.LbaPWV_p.value,all.RABI_estimate,all.RABI_p.value,all.LABI_estimate,all.LABI_p.value,all.Cardiovascular_incidence_estimate,all.Cardiovascular_incidence_p.value,all.TG_estimate,all.TG_p.value,all.TC_estimate,all.TC_p.value,all.HDLC_estimate,all.HDLC_p.value,all.LDLC_estimate,all.LDLC_p.value,all.Glum_estimate,all.Glum_p.value
s__Megamonas_funiformis,0.00772100016012838,0.943083518063366,-0.0510953127604946,0.636375754221765,-0.0678065485028816,0.530193933555252,0.120930405517755,0.261721248429844,-0.0595801468856489,0.581352592042401,-0.0192154580741456,0.858961728523993,0.0192532448272592,0.858687244580033,-0.0546578613358471,0.613008781876093,-0.0380862414606792,0.724613297278438,-0.0261397031604095,0.80897594632379,-0.0662693214599091,0.53958044172602,-0.0811148998609805,0.452481438475772,0.0311711113618773,0.773117079563813,-0.0567357169880796,0.599554351399971,0.0208957396476513,0.846772772801725,0.0243548417706573,0.821796186601323,0.134743547916609,0.21069731745995,0.0355347628456999,0.742395160291634,0.0338243429299407,0.754392230281354,-0.0246856713083983,0.819416275362739,0.0159187530166561,0.88297000117797,0.210054484331394,0.0494970177246148,-0.146666003317808,0.17270509860246,0.0930408883975195,0.388580957299088,-0.0454418496784559,0.674189962212341,0.152762666720099,0.155344221782884,0.171710856552058,0.109672970115306
s__Megamonas_funiformis_CAG_377,0.0022069315099091,0.983718812632818,-0.0143176054773657,0.894669974623618,-0.0630299589633034,0.559624197728667,0.120722067561886,0.262550032832758,-0.0348506098211329,0.747186691115709,0.0052329735550339,0.961406968172171,0.0326297283117313,0.762806250195076,-0.0233423483856229,0.829089758673716,-0.0185523974650733,0.863780914492893,-0.0171997731436135,0.873627181142943,-0.0290826159499142,0.787948789738646,-0.0561050016583206,0.603624435462987,0.0389982153721017,0.718292208927673,-0.026542969502119,0.806086212711554,0.0497539503737765,0.64526844050036,0.0511172188564156,0.63623094761444,0.13355538427244,0.214785775108341,0.0465204907084915,0.666908871355298,0.0520540430553219,0.630051065952256,-0.00645024420971436,0.952439098548653,0.023867418075408,0.825305531606766,0.235918325710597,0.0269113374375522,-0.143609625842011,0.181926716965686,0.104711746302861,0.331592763281282,-0.025140076310436,0.81615005701288,0.144319739352654,0.179752835993402,0.187682035780976,0.0799397098057453
s__Megamonas_hypermegale,0.000634552313334914,0.995318426834346,-0.0693363665455785,0.520934271904912,-0.0770063925962048,0.475774554298479,0.121202458037831,0.260641679418911,-0.0737962782398785,0.494414299280458,-0.0361431058484907,0.738142787565548,0.00929558006805947,0.931501951589352,-0.0736236312108452,0.495427540674825,-0.0569461828961917,0.598198910948295,-0.0408586259288103,0.705456270955549,-0.0862638711003329,0.424204867624515,-0.0979436832442064,0.363962056678922,0.0202937573187641,0.851135638704351,-0.080384044998272,0.456578120296975,-0.00238568286486655,0.982400313212063,-8.13790376261879e-05,0.999399601856083,0.118327911566865,0.272201995993315,0.0114167493911022,0.91592297221298,0.00711573937158158,0.94753869525131,-0.0252262633160785,0.815530905344832,0.000165209089089789,0.998781120978632,0.187137829709731,0.0808340916816086,-0.142376624957513,0.18574672878609,0.0768119852022664,0.476892516242878,-0.0675438109622718,0.531792451067802,0.148781819554041,0.166525569732091,0.155307827878051,0.148494885412516
s__Megamonas_rupellensis,-0.132131748354185,0.219758080147946,-0.123441122933892,0.251873050574429,0.063481111732428,0.556811524115772,0.0403324081302732,0.709078760576388,-0.0141878301080505,0.895619296208747,-0.0292059330490671,0.787070878996266,0.0237149936750313,0.826403662045842,-0.0395236219523982,0.71465905149646,-0.0529450089131235,0.624197191007895,-0.0189299248012942,0.861036388713138,-0.0795583830012419,0.461230762441024,-0.0514947465748998,0.633737512862996,0.0234337045301927,0.828431063660868,-0.0764879143750021,0.478759259342816,-0.00968291578380016,0.928655055559265,-0.0287685534381509,0.790185835559509,-0.0272976271378788,0.800685484085597,-0.087179679090475,0.419284102808206,-0.100500742745435,0.351511215295632,-0.0625994183924863,0.56231466437136,-0.0898500225497497,0.405125635473346,-0.103559713988132,0.336969364641957,-0.107777014803045,0.317554005570866,-0.0755886104097203,0.48395998748986,-0.11282928643889,0.295263179893707,0.0379268484434151,0.725719994642216,-0.0539350996284184,0.617719285789939
s__Allisonella_histaminiformans,0.0747441488027393,0.488870831281323,0.00185167292127048,0.986339384719119,-0.0170743924213722,0.87454087344208,0.0405306039630951,0.707713614111503,0.0611111521577805,0.571661879829065,0.00184910445459094,0.986358331625692,-0.00259927000812043,0.980824921516519,0.14132790626543,0.189041384895635,0.0908871371120824,0.3997033565716,0.0621893210312785,0.564883073753107,0.197283568866149,0.0654204389855939,0.108166353967242,0.315798664157469,0.102531147590219,0.341816001972224,0.200205385006597,0.0614529723184243,0.138593631722328,0.197829978828825,0.0695726924371095,0.51951117366806,0.128731235774791,0.231961929756836,0.125962916611087,0.242240037704119,0.160673432346639,0.134801288593278,0.204135474062386,0.0564273550147241,0.167623375647327,0.11851658313769,0.139009771343754,0.196473792311324,-0.0990054098369316,0.358759763659637,-0.0297747127293663,0.783025117493962,-0.0299976247178643,0.781441096551734,0.0345941959521497,0.748984997027619,0.23959918335805,0.0245532699097891
s__Dialister_invisus,-0.0917927899852366,0.395003650981423,0.0892355794905119,0.408358363200137,0.246012704766232,0.0208640044389382,-0.0384502274147479,0.722088192222208,0.14830806495034,0.16789483927813,0.154006021295661,0.151969338427355,0.141349448775793,0.188973283902287,0.125222079528258,0.245043163163378,0.150254414067688,0.162322077807761,0.115799182997157,0.282652522333598,0.0801111751756543,0.458112879799907,0.101755264194583,0.345500831590142,0.101437319771025,0.34701797302338,0.0580505693802338,0.591108966298162,0.0821591787453941,0.446663477463708,0.109448671358118,0.310061665652933,-0.0140448909188087,0.8966650825499,0.0219381542399897,0.839228850450353,-0.00171666826636808,0.987335288733395,-0.14563973146938,0.175762431015539,-0.108289109603193,0.315246518986618,-0.145472432833095,0.17626456062335,0.0313040229622085,0.772175878702703,0.00734157978428863,0.94587614314746,0.0982491581825491,0.362460550866585,-0.021149853230221,0.844932461225736,-0.0248231141158224,0.818428022539472
s__Dialister_sp_CAG_357,-0.0885444343970005,0.412012613900047,0.130487911806955,0.225599776064571,0.0200991666260805,0.852546899019448,0.157115411402102,0.143769827878763,0.137142971739461,0.202610223261104,0.0726353421184704,0.501248575029968,0.0468471569247776,0.664709822609761,0.178957526164268,0.0952634287437029,0.117605774773489,0.275159514571727,0.0435705829990279,0.686892533423252,0.109069442925354,0.311751221139772,-0.0127386187467059,0.906230114963683,-0.0615636169587531,0.568812458175595,0.0818361295272104,0.448458790078826,0.053067496450949,0.623394224737603,0.0435438327383029,0.68707476171335,-0.0192214991234894,0.858917845061029,-0.104782255881112,0.331265470210133,-0.0689295636919236,0.523388552790133,-0.0585960888046745,0.587620903279412,-0.102751750999844,0.34077283829026,-0.150913733700815,0.160465764491092,-0.0590312415712733,0.584845253269766,-0.0409948494334458,0.704519570648963,-0.124400029684387,0.248179654304651,0.0388687217244671,0.719188615998936,0.0900412519455645,0.404122608189527
s__Megasphaera_elsdenii,0.17459135945147,0.103754908786268,0.224515904938329,0.0354693477260566,0.0838186932110513,0.437504498466419,-0.0371597903221617,0.731053667342924,0.216114693683374,0.0431438877445853,0.18998458865774,0.0762426328159694,0.107679816701191,0.317993202899555,0.254859643145393,0.0165603715329431,0.217892182818684,0.0414143943911231,0.162359005977472,0.13070380192565,0.300836315702424,0.00439901301002827,0.256151144258093,0.0160011289198261,0.240703844461039,0.0238808550288248,0.301673442023968,0.00428542435963388,0.305991794606429,0.00373996095445118,0.270947492979575,0.0106700468216232,0.069785995654821,0.518228406985817,0.172927699470754,0.107141736610638,0.163877253989848,0.127094947332375,0.197308480072458,0.0653857562235963,0.187826940401617,0.0797029013799845,0.195928333305851,0.0673298462924625,0.0407552928793695,0.706167102578183,0.0213793058010197,0.843271460414238,0.0225090796771697,0.835103177442588,0.0560488029721907,0.603987683776519,0.211356118281528,0.0480711352599524
s__Megasphaera_micronuciformis,-0.0174654870495398,0.871691381459807,-0.0831754094950329,0.441042160442474,-0.124665074895328,0.247165387394743,-0.0283822292445582,0.792939926109139,-0.0578886767585157,0.59214590788772,-0.110536701309176,0.305247258835024,-0.171138389862444,0.110879742660536,-0.00997693037228724,0.926494661487891,-0.0465371146405899,0.666796894396227,-0.126831614296259,0.238981446230905,-0.029121398363491,0.787672664019289,-0.0641922025315638,0.552392078003697,-0.0385180426688676,0.72161806035892,-0.00489303245843687,0.963912285532232,-0.0599001886348085,0.579320613623059,-0.0570070760821227,0.597807002314366,-0.00427919065512444,0.968437082302156,-0.1548526407737,0.149702914088887,-0.133146848976362,0.21620443471587,0.0253910781704256,0.814347220959587,0.134609942692863,0.211154271497023,-0.110393597199181,0.305877679996818,-0.0698410089876576,0.51789782800333,-0.176977837956714,0.0990432321849875,-0.0974083847771266,0.366602416262015,-0.104670529067709,0.331784181525349,0.1127423474336,0.295637828323271
s__Veillonella_atypica,-0.0100844602660762,0.92570467313789,0.0562520831697989,0.602674209847304,-0.0604906038815574,0.575580625064862,0.164546456299604,0.125528663148939,-0.0832571540213997,0.440591725066178,-0.0890383078543878,0.409399447059105,-0.142462763615755,0.185477980865296,-0.0312973100959112,0.772223407344232,0.0216802861419999,0.841093711167004,-0.0873922679645974,0.418146567808519,0.00851886636241392,0.937213313303875,-0.0621148851605725,0.565349853744664,-0.0387212292879769,0.720210080326608,0.00627127360922041,0.953757265660154,0.00131437527565494,0.990303037661339,0.00184662870572723,0.986376594584355,-0.0135401334058122,0.900359440606908,-0.088376587359393,0.412902928374726,-0.0582161200808026,0.590049443360444,0.172538145447311,0.107947076014383,0.172445523961719,0.108139246821287,0.145078580575185,0.177450814081459,-0.16973387181749,0.113884128264782,-0.0483567617431541,0.654584504372742,0.0319612158689074,0.767526892758081,0.0220644232419487,0.838316015949795,-0.0164427947164943,0.879146017782054
s__Veillonella_dispar,-0.0249463919687576,0.817541860774467,0.00216761532744142,0.98400882125238,-0.0662836718869714,0.539492439633027,0.00908174998967671,0.933073962043556,-0.0740423847242416,0.492971818802478,-0.0647857513342786,0.548716156960646,-0.175042302880888,0.102851443890568,-0.0292639617190849,0.786657857114833,-0.00996221440614564,0.926602780624163,-0.109889213925958,0.30810641342015,-0.0228667958446257,0.832520478980733,-0.0216033538702447,0.841650243200581,0.0241883944274887,0.822994181262714,0.00851162762547177,0.937266556850824,0.0123973483752272,0.908731288767851,0.025473338498531,0.813756590795945,-0.0240398252202629,0.824063841676119,-0.0123691321775779,0.908938125678306,0.0166629863165477,0.87754007896972,0.0665813005609775,0.537668864793114,0.14785535674157,0.169211023159732,0.048746237324324,0.651982194264823,-0.115295765515733,0.284764472585593,-0.0436800038521316,0.686147322204734,0.0719707095600078,0.505183190231018,-0.0629400889640362,0.560185292266508,0.0669585167453274,0.53536203467122
s__Veillonella_infantium,-0.0159363707392285,0.882841398899695,-0.0386655843988315,0.720595578687327,-0.141255238090487,0.189271237370293,0.087102512645631,0.419697452128835,-0.109532819290445,0.309687572833551,-0.0997882937283907,0.354953333127771,-0.162716780064467,0.129846424886927,-0.087275395054209,0.418771718200984,-0.0141790763926379,0.895683335934667,-0.120295000788872,0.264254498272495,-0.0509029545405977,0.637647891994001,-0.099718635069712,0.355290999205549,-0.0561010841096471,0.603649753975753,-0.0344630171824647,0.74990551181724,-0.0634698423285015,0.556881699757674,-0.0100443560502863,0.925999297839004,0.0836471741777015,0.43844617502506,-0.045599323199364,0.673125086740535,-0.0112657089516655,0.917031314101595,0.104433592448844,0.332885906860159,0.185301118304701,0.0839117221221071,-0.00837093385507831,0.938301465227461,-0.104636950521138,0.331940176552106,-0.163591104196504,0.12776923028219,-0.00311431219607644,0.977026349469647,-0.115602577453947,0.283476082382933,0.0620766574770718,0.565589646526375
s__Veillonella_parvula,-0.213122201706163,0.0461908420805159,0.0922264583414706,0.392764886799414,0.0672214768699491,0.533756830784812,0.0791072187385924,0.463784047543277,-0.076586468375827,0.478191144836176,-0.0720354916133002,0.50479897963632,-0.0978600556505878,0.364373777983352,-0.0611929493689368,0.571146263968669,0.0102960981626007,0.924150046912523,-0.0408930426297067,0.70521957330116,-0.00721908492748401,0.946777875888986,-0.00241962322341407,0.982149968767396,-0.000247040317052359,0.998177387701037,-0.0340922559994957,0.752509126214463,-0.0033083025880735,0.975595747263694,-0.000263018636241089,0.998059503192464,0.0302339284442439,0.77976288567194,-0.0688543094155964,0.523843207117909,-0.0276876407661366,0.797897987816946,0.135597016464932,0.207794879837093,0.122694268015329,0.254775652466881,-0.0624647347677783,0.563157566599795,-0.118635144858008,0.270950224878824,-0.10370746416181,0.33627674444922,0.0313952152090624,0.771530299824819,-0.0668770794958074,0.535859641435468,-0.0921962611478869,0.392920531235733
s__Veillonella_rogosae,-0.101360618178903,0.347384594153254,-0.0288395151283259,0.789680231020475,-0.0428209871740403,0.692005667866463,0.0913591525162762,0.397249817322226,-0.0127062106049128,0.906467595673521,-0.0327250172462663,0.762134076328896,-0.0766346765721801,0.477913380609739,-0.054322447343137,0.615192861337359,-0.0423468248262178,0.695247172852046,-0.123640828082643,0.251100763989991,-0.0832489210891865,0.440637079105027,-0.0878984001138181,0.41544551825901,-0.103695768478317,0.33633153840997,-0.0445519822931924,0.680219471854348,-0.0727824599910704,0.500379800235648,-0.0169867526811766,0.875179631939393,0.05953943814877,0.581611290657205,-0.060426155968258,0.575988325390317,-0.0338317950225594,0.754339831646521,-0.0821873358173826,0.446507188060642,0.0644994342124376,0.550487872481583,-0.122260772372416,0.256470847078503,-0.0845792725573999,0.433342557568548,-0.0931581814157495,0.387980598304928,0.0331845921444125,0.75889469044966,-0.127815754787462,0.235326668845055,0.0189021579845232,0.861238190519792
s__Veillonella_sp_T11011_6,-0.00303125957994035,0.977638852034538,-0.0267132046830678,0.804867116182866,-0.116565674702646,0.279456994920773,0.0807937730706603,0.454278941820938,-0.102266973415462,0.343067836020777,-0.133122921093897,0.216287730461099,-0.201130097728125,0.060238899769309,-0.0694024805532073,0.520535950490712,-0.0213174912073682,0.843718867467937,-0.126025941849765,0.242002594401742,-0.0364514340163442,0.735990538516741,-0.0732539457421172,0.497600831708029,-0.0474857710697516,0.660418998067969,-0.0137983204494135,0.898469480288008,-0.00979899125904133,0.927802080287674,0.00667334118999067,0.950796108044279,0.00116694102832551,0.991390707534443,-0.110713332324605,0.30447030903801,-0.0766867858203577,0.477613236947683,0.0832018903617376,0.440896215024618,0.197271508455603,0.0654372355105988,0.0109275274039788,0.919513477698325,-0.105708671684852,0.326984285379469,-0.114245939133008,0.289202392915389,0.0385466001326702,0.721420115539478,-0.0586011535553544,0.5875885630294,-0.0417996627345516,0.698994533576568
s__Veillonella_tobetsuensis,-0.0390122281949444,0.718195229347173,-0.133169914463654,0.216124162547337,-0.208318387420121,0.051452904901002,0.0401674616325764,0.710215590484816,-0.128408909006471,0.233142754045291,-0.212847088315792,0.0464796813812805,-0.209065543608706,0.0506035063822861,-0.161704889151831,0.132282485922853,-0.208891241286909,0.0508006212309122,-0.27494482862038,0.00952805780535203,-0.106724416602669,0.322331052991118,-0.22342682326755,0.0363945821678276,-0.310387675290901,0.00324922875985432,-0.112901610271656,0.294951751147938,-0.182303212065807,0.0891345190956314,-0.235230970619056,0.0273723171921514,0.0861885643403196,0.424610972036105,-0.185900560736249,0.0828972043685726,-0.207067363271753,0.0529013498009288,-0.00810079534769615,0.940288822465065,0.025876251196734,0.810865181141109,-0.0519330918751225,0.630847519406287,-0.0969052924383143,0.369094585865595,-0.196760074498816,0.066152730324412,-0.170664835947979,0.111885767508163,-0.0941988515581102,0.382678331011553,-0.0454039107498345,0.674446610749255
s__Parvimonas_micra,0.0261594356032029,0.808834487300991,-0.0497279998994398,0.645440979206275,-0.0370983453267669,0.731481476830796,0.0395199195686192,0.7146846311747,-0.0591522378733199,0.584074535948693,-0.070992073208284,0.51100566499059,-0.104847499649432,0.330962802986158,-0.00677408303550177,0.95005426490604,-0.0232233934401029,0.829947623128231,-0.0122135593226384,0.910078650404971,-0.070794437585687,0.512185679800369,0.023966624494324,0.824590986452606,0.0988609401737787,0.35946492977958,-0.0106447037549357,0.921589921680469,-0.00438387142722513,0.967665376971413,0.109271860503273,0.310848660742774,0.340490742937369,0.00117044813478145,0.148441352646048,0.167508767511904,0.166535295774826,0.120960907309116,-0.132242553451963,0.219368185660355,0.0377943094204801,0.726640668144859,0.0489041302909174,0.650928403263761,-0.102224431576641,0.343269696445594,0.0567961871710396,0.599164772049537,0.0893624132805704,0.407689827847546,0.0126327959195792,0.907005594902811,0.285317750221545,0.00704939968191718
s__Fusobacterium_mortiferum,-0.0167289249901889,0.877059259848126,0.125966969195713,0.242224765025431,0.0465746359095832,0.666544182106165,0.0459191013523695,0.670964648568592,-0.135268091351614,0.208910081006525,-0.165495353561391,0.123333133433695,-0.133333696950459,0.215554775406534,-0.105509767611246,0.327900478547907,-0.127511986744617,0.236450593153877,-0.123077072997035,0.253285063859871,-0.115572066306673,0.28360403336274,-0.132732174638045,0.217651176837878,-0.11934081596072,0.268089777155081,-0.133333187223538,0.215556545815492,-0.153583912748403,0.153108878258036,-0.135020777592635,0.209751384952228,0.123890944446247,0.250135822399438,-0.00242410095010639,0.98211694113624,0.0164808862427016,0.878868167055984,-0.00489827230497999,0.963873665892323,-0.0490383391599246,0.650033220380079,0.0120368883430609,0.911374068879627,-0.0925551258398564,0.39107322185148,0.0507068363070555,0.638945976588343,0.0361279570842692,0.738248583901466,0.0192113586529384,0.858991507832409,0.0459326167896271,0.670873396230719
s__Fusobacterium_varium,0.0763508929152177,0.479549720915253,-0.116293537721476,0.280588768151569,0.011732713686405,0.913604932968508,-0.0738856410800334,0.493890269121451,-0.166251650827479,0.1216044271023,-0.102554764039069,0.341704231422126,-0.141606248169273,0.188162848113244,-0.188589012674403,0.078466700503383,-0.16132724629249,0.133200494998881,-0.110484927810129,0.305475240465734,-0.268978645706937,0.0112752235324433,-0.163258369827656,0.128556718064562,-0.086457611213133,0.42316111733187,-0.221041498126082,0.0384917922061599,-0.151733223828445,0.158180520534951,-0.113020492488091,0.294440310468842,-0.108794357004312,0.31298052051983,-0.112153919395489,0.298181773670933,-0.155344358912641,0.148398253061942,-0.168447826215927,0.116689966233801,-0.120253748905572,0.264419534650782,-0.0765096048152816,0.478634193732695,0.171821632995151,0.109440633061271,-0.0573033248653985,0.595901981824713,-0.086130140051765,0.424926188579499,-0.0783931465226178,0.467840973308602,0.0739140614423087,0.493723671283855
s__Victivallis_vadensis,0.187170115325236,0.0807808097342667,-0.0140528051881547,0.896607174732162,-0.120404522308423,0.263816674205835,0.0026464406571231,0.980477006481432,0.0252038073973906,0.815692213669187,0.072943613809822,0.499429040198154,0.0826087039964247,0.444171986583799,0.0199632158498146,0.853533151491421,0.0461200256205707,0.669608557806425,0.027106171433688,0.80205476720676,0.109237098923451,0.311003538674587,0.062563714779121,0.562538053075389,0.0496661266359192,0.645852435869475,0.117076216732109,0.277341970177033,0.0685101427181094,0.52592504848977,0.00189435087762216,0.986024561718987,0.159746232494127,0.137096430186297,0.151620056102853,0.158494652962824,0.113541497898498,0.292205795875117,0.224265095855873,0.0356806574156526,0.133418262632708,0.215261200114236,0.227037226298874,0.0334027781968363,0.117419668139697,0.275925195311529,0.0777481837006072,0.471521800557803,-0.060368408810656,0.57635375016798,0.0164454153280089,0.879126901806905,0.160029437287319,0.13639228082699
s__Phyllobacterium_myrsinacearum,-0.0474956367493558,0.660352796442398,0.0204016379357229,0.850353440824595,-0.0685929045221438,0.525424048675688,-0.0377175503823441,0.72717404720935,0.00638843763391701,0.952894306506682,0.0356533326322464,0.741565735875815,0.00402275929979999,0.970327612263322,0.00721634764171456,0.946798026893795,0.054877921928266,0.61157766715591,-0.0172216738005705,0.873467600499495,0.0189815815252968,0.860660985167159,0.0637349329395701,0.555232078066078,0.00818593179485967,0.939662449932976,-0.0154940530038038,0.88607104958444,0.0188993854635599,0.861258340950428,-0.0990792288448086,0.358399778207506,-0.0270803072367094,0.802239792749731,0.0509880399395633,0.637085060396526,0.00566525040837709,0.958221693314031,-0.0931026454079993,0.38826478759841,-0.187705480248948,0.079901357955198,0.146603974555279,0.172888769727703,0.069335635650894,0.520938676235889,0.0851494901937474,0.430237100838724,-0.00508433997931599,0.962502331784149,0.046873896561664,0.664529942101596,0.118658420857511,0.270855548857422
s__Comamonas_kerstersii,-0.00300533710048227,0.977830029718841,0.21190522814729,0.0474798643400917,0.213993870343748,0.0452854734896568,0.168687090666845,0.116163950165219,0.152976660989075,0.154759421241069,0.120476653222663,0.26352859174458,0.134741147886551,0.210705519792949,0.181640483148542,0.0903231036310175,0.198562374602609,0.0636591676545972,0.146109712462828,0.174357440519221,0.185119202174796,0.0842215488682987,0.191850905789549,0.0733476206168239,0.239487540860962,0.0246221154761204,0.210969356072717,0.0484912308312185,0.191874912535988,0.0733109653307333,0.22592115818222,0.0343047151276442,0.137866675969428,0.200215225394133,0.264129087307555,0.0128951345912059,0.225244277588989,0.0348616229227276,0.115645749860873,0.28329510101802,0.141981394859708,0.186983451792398,-0.079537555790527,0.46134846024296,-0.016544767693361,0.878402229998256,0.0555895299694051,0.606959868674893,0.0950768766069698,0.378238864552494,-0.0432176711336828,0.689298075852562,0.0512705252313107,0.635217923743896
s__Oxalobacter_formigenes,0.338616485510343,0.00125104471282026,0.194834425284022,0.0689037119089054,0.111943596572967,0.299094534658717,-0.0370882051445263,0.731552085525917,0.203709636947211,0.0569551115550404,0.130026348485808,0.227259438727727,0.155374683642465,0.148318073553284,0.208013606680652,0.0518027425139642,0.113068961854239,0.294231959125667,0.133836577983811,0.213813153715556,0.158379521853526,0.140533343481871,0.0930253302897902,0.388660632493777,0.082526653000332,0.444626171375901,0.191796484833581,0.0734307691151824,0.118754663614025,0.270464314220838,0.118120469482926,0.273049380211042,-0.0834742092776857,0.439396947757993,0.0990073490561714,0.358750304015977,0.0739232845306761,0.493669612646582,-0.0202683424745727,0.851319932235987,0.0618099883423646,0.56726372978087,-0.000102842821792886,0.99924124642288,0.00515522861815569,0.96197990511969,-0.045017917172778,0.677059883643508,-0.0628391939009668,0.560815539700284,-0.0246857105403522,0.81941599323356,-0.251902147694587,0.0179048929957433
s__Parasutterella_excrementihominis,0.0227426320060404,0.833416737873747,0.18734133781224,0.0804987041044165,0.185259651900073,0.0839822648986077,0.173066958045183,0.106854979555436,0.0602883333160885,0.576860646686609,0.0255136734802733,0.813467023119775,0.114267532189898,0.289110654280616,0.0809848479891528,0.453208926179862,0.0414424587696509,0.701444823724305,0.0871642440601791,0.419366763176452,-0.0198607663460799,0.854276518298635,0.0327978608035826,0.76162035233221,0.108998490500632,0.312067992471079,0.0360849512960991,0.738548955382338,-0.0290911265075897,0.787888193435877,0.0665635140136031,0.537777757701323,0.110239354560295,0.306558119058754,0.132674290288118,0.217853670033932,0.112530040109376,0.29655404325062,-0.0558964453197651,0.604972954302669,0.0421669691404222,0.69647815291208,0.00745546031124615,0.945037884949062,-0.145207797910502,0.177060979109643,-0.211785782494595,0.0476079672486097,0.0357634886711337,0.740795431857994,-0.253629593989827,0.0171086027345819,0.0359469561996166,0.739513038831598
s__Sutterella_parvirubra,-0.111269210211176,0.302033584360088,0.0857832021715198,0.426800787132035,-0.0485156251864457,0.653522546205954,0.0223366303707745,0.836348881734585,-0.0380266206015486,0.725027190705774,-0.0864596207643366,0.423150298875203,-0.113652171631142,0.291732577713061,-0.0844523636912573,0.434035443396149,-0.0957819128782682,0.374696719947673,-0.129986048123235,0.227404753284243,0.020890882344369,0.846807957824627,-0.0515057798562987,0.633664703246288,-0.125176343830312,0.245216944331257,-0.0109151692583543,0.919604197976806,-0.0255957044039253,0.812878194645059,-0.0507245409302179,0.638828746963942,0.157230577141147,0.14347266612377,0.000737212098970406,0.994561038541644,0.0426412581608115,0.693233696676932,0.14841600713817,0.16758213103676,0.0737130278910644,0.494902748037284,0.220719421521161,0.0387825494868236,0.0939535017110032,0.383924453585035,-0.0929921455872404,0.388830608536242,0.0302304752142298,0.779787403007632,-0.0687699092235343,0.524353353771437,0.0499175564534193,0.644181093734076
s__Turicimonas_muris,0.0156318561618406,0.885064656786688,0.0880554866249826,0.414609266366125,0.13444835608044,0.211707867050529,0.132971714641233,0.216814622602319,0.12006231911029,0.265186301191091,0.0630808669371483,0.559306477658703,0.13169761333405,0.221290395544387,0.112456750223944,0.296870759500316,0.0766454540454564,0.477851295213778,0.124990007093651,0.245925842839542,0.00341301260008094,0.974823584212934,0.0663269026517476,0.539227375381427,0.133278882431267,0.215745218876841,0.0444516328455915,0.68090068428505,-0.0202400243248618,0.851525288231469,0.0849245686311291,0.431460525308765,0.034052208664562,0.752790518764047,0.159158529228818,0.138566458126333,0.126251326345677,0.241154790174317,-0.07936140708853,0.46234456293752,-0.00979130187518647,0.927858582859856,-0.138537415252805,0.198013701218114,-0.160489020574876,0.135255431709938,-0.189830391310157,0.076485859961492,-0.0733089613338063,0.49727709290799,-0.133743696015503,0.214134077431819,-0.00179581458722507,0.986751438721984
s__Bilophila_wadsworthia,0.0451731968087899,0.676008140340652,-0.0370217013489286,0.732015223886153,0.089172909140948,0.408688932499923,-0.065142912499883,0.546509946026894,0.0525597018154258,0.62672592653753,0.0764758710789399,0.478828707742771,0.0738463070781869,0.494120890569188,0.0240814975005221,0.823763779395358,0.0137992224790764,0.89846287830742,0.059671935406975,0.580769482289911,-0.0753286452316386,0.48546897066505,0.0118605646746393,0.91266717151466,0.0204587279609282,0.849939563072525,-0.0635417186968547,0.556434191455887,0.0161545935241111,0.881248713017866,-0.00176505393631893,0.986978354414114,-0.164749072233858,0.125057362054547,-0.0404152111568524,0.708508312443973,-0.0810783608104196,0.452685766114865,-0.168489118345962,0.116599055676925,-0.178933007437656,0.0953095378111495,-0.0677727650535461,0.530399340514749,-0.214948109379419,0.0443112423842827,-0.0396436001642417,0.713830295585905,0.107519564070681,0.318718170489227,-0.0185596096528147,0.863728468519092,-0.080476442390844,0.456059074305365
s__Desulfovibrio_piger,0.0916944345976288,0.395512452081693,0.107800159009522,0.317449484251433,-0.0170433928011864,0.874766803689128,-0.122348727349401,0.256126276403881,0.0470034410909799,0.66365875052588,0.0550485624754496,0.61046894622463,0.0176002803805303,0.870709662400781,0.0788787337466936,0.465080062414523,0.0442514176938336,0.68226058914968,0.00706601196716751,0.947904800083295,0.152699105358426,0.155518238444039,0.0918874581882196,0.394514291404243,-0.00306418152414417,0.977396055280575,0.132880706051059,0.217132187066063,0.127375801404502,0.236955679744119,-0.00677567017511553,0.950042577860671,0.00502280940656667,0.962955805316395,0.142243422020189,0.186162871399013,0.174371529465521,0.104197578545542,0.0594021680728149,0.582484013269528,0.0550692192028731,0.610334790555857,0.34954401630759,0.000843575497520771,0.210510497871313,0.0489935597506436,0.389535908146899,0.000175965966007199,0.101072595440065,0.348763456239977,0.320039691812981,0.00236824665968096,0.0313454645622757,0.771882481217965
