# Pathway	E0000355_Abundance	E0000361_Abundance	E0000362_Abundance	E0000369_Abundance	E0000376_Abundance	E0000378_Abundance	E0000382_Abundance	E0000393_Abundance	E0000404_Abundance	E0000410_Abundance	E0000416_Abundance	E0000418_Abundance	E0000419_Abundance	E0000420_Abundance	E0000426_Abundance	E0000428_Abundance	E0000432_Abundance	E0000433_Abundance	E0000435_Abundance	E0000442_Abundance	E0000466_Abundance	E0000467_Abundance	E0000471_Abundance	E0000478_Abundance	E0000480_Abundance	E0000482_Abundance	E0000488_Abundance	E0000490_Abundance	E0000495_Abundance	E0000498_Abundance	E0000501_Abundance	E0000502_Abundance	E0000516_Abundance	E0000520_Abundance	E0000521_Abundance	E0000522_Abundance	E0000527_Abundance	E0000531_Abundance	E0000537_Abundance	E0000539_Abundance	E0000540_Abundance	E0001336_Abundance	E0001340_Abundance	E0001346_Abundance	PV101516_Abundance	PV101570_Abundance	PV101581_Abundance	PV101643_Abundance	PV101656_Abundance	PV101894_Abundance	PV101895_Abundance	PV101929_Abundance	PV101945_Abundance	PV101948_Abundance	PV101962_Abundance	PV102349_Abundance	PV102418_Abundance	PV102462_Abundance	PV102474_Abundance	PV102574_Abundance	PV102580_Abundance	PV19497_Abundance	PV19551_Abundance	PV19565_Abundance	PV19588_Abundance	PV19658_Abundance	PV19708_Abundance	PV19755_Abundance	PV19834_Abundance	PV19855_Abundance	PV19856_Abundance	PV19882_Abundance	PV19936_Abundance	PV19942_Abundance	PV19991_Abundance	PV20005_Abundance	PV20541_Abundance	PV20544_Abundance	PV20615_Abundance	PV21638_Abundance	PV21671_Abundance	PV21690_Abundance	PV21772_Abundance	PV21813_Abundance	PV21876_Abundance	PV23791_Abundance	PV23961_Abundance	PV24015_Abundance	PV49580_Abundance
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	20.1360328010	75.2552004497	385.0198304932	77.3237393162	88.0195360099	403.3088502083	343.1502655215	3.3921306542	102.4512875926	364.3570724840	67.0985636284	119.3669841966	98.5155564902	10.1564900417	455.8664403673	106.4273970793	73.8516993787	351.0836586577	170.9300425149	114.9937523166	95.1046009764	0	284.7466302538	249.7357089933	176.7817345171	229.5440269705	6.7297649003	213.5605843901	240.9909157758	82.2430835256	230.5437773635	111.4516555280	217.6639964679	510.0155519419	49.5854023803	50.0964908848	96.7817287467	124.6975372910	35.6306380848	136.1199144356	102.3656284774	57.8989303180	81.7039336384	26.3028576050	77.2805326217	89.0423908060	41.6252748406	24.7809386144	55.6193419334	189.3029784113	113.6614660438	34.3281268699	173.8275571677	77.7564814361	26.8944467349	218.1340486728	0	443.5673452922	0	117.4246231344	110.5921218175	0	285.5662675175	106.8050346688	11.3295799627	68.0171535309	96.1140849701	210.9773704121	567.8395164459	212.2141144292	869.3035591026	511.6571081271	0	440.6372400607	314.1824016586	108.1271612263	82.0922983589	23.5000535564	226.7232714416	212.6403481380	55.8825913919	9.8457882440	225.7376105623	138.7234695580	989.8976422733	68.7424718514	73.4120272796	109.0544465033	639.1018712811
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3691478124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	5414.5713342107	3441.6161842876	6462.0400210667	5621.3983492118	4903.0911739469	5145.2200666072	2644.3017334039	3752.4223556892	1915.3139456070	3807.8749859306	4439.8423910635	4210.3172289007	6293.5726621614	6525.1618303518	4715.7710418083	6386.8965028724	1994.0558965311	7621.6510974765	4002.9169091427	4272.2138529812	6427.3129188954	3746.1104347139	5938.0526269095	3414.2357609117	4639.9584337816	5328.5632299234	9426.1692931668	1467.6905686264	4684.7763471258	2162.1680483861	5291.6748531166	3969.8367644527	2425.3019639150	5888.3603091847	7349.9619403090	7520.2643853370	2170.7387723641	5515.3582056478	5318.1398759152	3549.7603031235	3751.6874618196	3252.3515235236	5806.6214788799	3191.3385622799	4129.3034790296	3766.2962920077	1592.5226709621	2211.7931848766	4295.8709724670	2461.6078095616	4079.1587882850	4120.1652032149	2847.3618857076	3157.4904754282	3848.6461716075	2813.5298862255	4686.5637739295	3509.9570698549	5807.6086963393	3237.9189817775	4077.3244910551	7577.7133039067	3987.7438387035	1630.7981953052	4877.9438142383	1839.8605836185	3360.1121953169	5392.1181335259	3766.6927020186	1737.3745550000	4703.9470131442	3125.4869119135	3540.9137803605	3935.2342088985	1859.5219685643	5163.4055697387	3025.5246320170	5290.5465040876	2966.1391323469	5554.7672892205	2733.4204143421	1986.4617510072	3608.9972248489	3804.2961484500	3146.2849644936	4295.2892140993	4756.7609122483	3437.7437663865	2951.4849199895
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	290.8799758264	75.3287285671	802.6917496732	295.2339002834	353.1416646363	195.3362792369	148.9060313046	0	0	0	146.3558001591	0	0	269.9628520446	314.3956176864	202.5486743005	0	1063.8820720289	256.7845147132	0	325.6481055441	269.1586306696	410.6608068801	58.1571584240	99.4891877738	350.6110553027	1939.1576882330	53.2987344614	576.6849757224	178.4553494062	0	78.0648583709	0	0	101.4165515263	41.1528738567	147.2428129385	8.2507382104	479.5764636028	20.5669123620	0	30.8485401188	152.5672247091	0	586.4964638536	0	0	64.9611414344	561.1700999174	164.8271181876	184.0077830148	1129.3290368923	593.3092594121	375.2990712596	248.6175265939	154.2860591904	485.4277029563	56.2733917653	756.4679113293	167.4369790063	532.0038277353	781.0282030142	65.9184520128	52.8113093205	0	256.6668193744	496.6942915336	24.6287565088	75.0839520266	42.8534561216	322.9948596951	552.5234451387	31.3241609674	88.7956603527	0	435.6174323730	0	861.4937436327	0	123.7155242262	32.8787943807	0	94.4001959917	882.9638079917	31.4579882950	190.8528453843	173.5897069631	365.6032734345	0
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3241003404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	193.9932863039	865.9007092682	91.3381410504	557.5517826018	211.5086186265	762.8726340180	554.7008267494	1132.7741312596	272.1386166978	16.9117995128	363.1984177798	325.9617952803	33.0882062480	138.3127981859	295.6573704622	0	203.1142047288	54.4425710403	256.2345458294	135.7213538792	64.4483129456	207.5877907183	236.4973483639	1117.6171590555	291.3790041160	444.1805473249	606.8528093967	106.9691975561	199.0858738438	239.5465819065	217.3420450018	463.6084867718	120.5642224760	0	249.4788261279	22.9792676644	161.8433676095	84.3707972579	73.7318849730	339.6331564904	11.6399746672	43.6219316266	269.4654942899	430.6265467439	89.4478369347	35.3638991497	242.4787602118	174.0768872528	178.3627181899	520.7018669775	683.3027030405	127.0406415746	236.5857152565	11.8119273033	82.0697344364	112.6549271394	8.5810504301	66.4646767441	163.5161901128	228.6109412015	120.1100357830	24.6214682176	73.1838724826	106.3983012608	265.4904640222	402.3027111709	65.4164217292	346.0981470031	361.8232524294	484.6171868472	150.8060233738	147.3164962945	820.3781174303	686.5180453023	723.1521029514	1206.7816393593	0	335.4204203575	226.5343147294	657.3328235422	354.2626428280	0	686.5116465709	425.0115674979	287.3408493552	209.1535750204	540.9529190679	67.3401286059	397.3984585103
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0	0	0	0	0	0	0	0	0	0	6.1672447339	0	0	0	0	0	0	60.7004659718	0	0	0	0	0	0	0	36.1434666758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6442610988	0	0	0	0	0	0	0	0	0	0	0	0	29.8835515845	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	304.9206034978	819.1225672173	619.9753616168	284.8918916307	198.8996332254	471.5913023304	840.6050709957	93.0272535576	324.2658773319	211.0339787348	386.3176256887	476.2827295182	489.7466766424	107.9188426079	302.6178058408	152.7962188071	287.1260916057	1940.3522602590	212.7064312394	372.1494917647	608.6718813905	182.9517291308	216.3307594234	448.0198422100	256.7354699378	576.0446695171	4.3521459703	133.7973594217	163.7804482463	97.8240691949	592.1441926303	149.2136852332	523.6192189423	2647.6623220310	217.8373769662	404.4276910293	150.0287626735	517.2051717776	68.0940595845	278.8989968054	888.3333819347	190.4098011140	155.2011648278	56.9257332144	115.5490108534	101.4838954247	28.2083664519	84.5257076175	73.6212427675	167.8373005554	179.7398760522	647.7259951033	312.5839396398	138.2211735974	27.3931478359	868.0269972151	244.3563087156	1435.4362235603	19.5501667889	172.9309661641	293.6958923602	17.3682735448	257.8866948848	108.1842980297	91.9990307532	273.8506504598	151.5289688545	426.8851533643	1185.2075068612	217.1472815547	1365.5749357324	1737.0420956887	458.0547109629	559.1201818407	187.5421838205	199.0323271633	98.2657779098	178.1416962768	275.5752004963	2885.0754622794	376.6758328974	53.8208335253	170.8056894310	74.9460059891	1838.7493499216	140.2657903643	190.5814414359	245.3739372545	2434.2313955991
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	10.4457250360	0	0	0	0	0	0	51.4682568458	0	0	0	0	0	0	0	58.5567783162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2103669272	0	0	0	0	0	0	0	0	0	0	0	0	47.8924336645	0	0	0	0	0	0	0	0
PWY-7391: isoprene biosynthesis II (engineered)	0	0	0	0	0	0	109.7909191446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6395228107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382.0046849380	0	0	0	25.6370296914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.4615407991	0	18.7120343125	0	0
PWY-7392: taxadiene biosynthesis (engineered)	23.6935426849	0	671.6876132020	48.8180430886	0	469.3965991509	358.7375043087	0	105.9875619060	0	132.8298454980	46.6222399812	299.5370619931	33.7421738072	0	43.7315319396	0	291.0830125386	186.8618994203	226.1946129715	110.6351972744	0	47.5550153125	286.6838960645	146.2621627765	94.0079988551	20.6859245016	29.4502024540	14.8664226977	57.8274690332	215.7839842075	99.7838508211	613.3793318357	758.2325539430	102.3285516030	180.9511600382	54.9517556077	157.2873013279	0	148.2736769180	0	61.5679789863	68.3226181250	111.5672838565	117.0982019506	12.8797747949	0	103.3320313547	133.6764258080	21.3780555721	1128.5681423509	11.9174499832	7.1239524693	102.0290318665	20.5608621377	2583.5897824405	0	577.7945443514	0	273.4269337901	154.0239098149	0	50.7302815462	0	0	0	15.7574866822	166.6768801265	594.7326197799	101.7004458638	334.6955042056	258.7280291738	0	419.5075233305	7.9584429442	136.3528267077	49.9184489943	22.9054534597	0	748.7057934898	81.6508604135	0	0	0	1271.8095669183	339.7836544333	194.6754849980	0	411.9079426965
PWY-7399: methylphosphonate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3036166782	0	0	0	0	0	0	12.0587918199	0	11.3143038356	0	0	17.2358825097	12.3217974425	0	0	0	30.6396916527	0	0	0	0	0	0	0	48.7124989863	0	0	16.2898074414	0	0	2.8323968434	0	0	39.2691097529	0	0	0	0	0	0	0	0	0	0	0	17.5309559675	0	0	0	0	0	0	0	0	0	59.4343066798	0	0	0	0	0	0	7.5734570982	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1798.9873041077	4527.8411610650	4268.4227401922	2258.4917353218	1235.7381659539	7656.9079170365	3016.8261820183	2976.7414854930	1090.7628841493	1217.5317919647	3313.4192109161	3410.1518042316	3420.2889411110	1086.1723711118	1505.4545871262	759.4947034288	1676.6630894178	5443.3310954197	4636.1164154000	5369.7111607757	5359.3845091913	2560.5418850782	1542.7518776762	4421.5274854440	4861.2090455806	3868.6448341782	2083.9790605267	1723.0241347148	1319.6282457131	1597.2840671659	4511.3952128175	2816.1412425685	2485.2851413013	5310.9068441916	3881.2278452599	6021.1100728922	3452.1118690622	5876.2552006137	742.4345843310	3760.4397030981	3160.8184253538	1120.1735496108	911.2678296893	4472.3812304035	2702.4186867421	1393.8668874849	304.9080575108	1033.7126589250	2525.7278901662	434.1055773609	1466.3005607071	3158.0316148601	662.0226965610	3009.2499923037	360.6819191112	5099.6060931109	1465.0028797322	4201.2701852161	352.8126282765	3418.5902100424	1437.9825677607	892.9091807366	3192.0155132128	228.9114597198	2115.0973324222	277.6240516374	1892.3658063376	1757.1869891580	4177.3904048990	2191.3194902038	4373.2904723912	4362.2849646784	1482.9560080575	4298.2242682641	2377.6179135536	4550.5530408717	1083.9112946114	2160.9044000448	555.1024687835	4867.5712320455	1961.8557710823	615.5150750384	844.0393713550	423.9430827125	4385.2037956969	4586.7352193448	1253.1216759639	1345.0269072808	5933.2734357037
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	21.8781049926	0	353.4716267919	0	0	266.4356454138	9.7847658733	19.8526606977	91.4602458759	0	57.3871506822	29.2870727976	138.0269831829	17.3177946569	2.9962560195	14.5379355678	99.1353670158	420.4846557007	100.2515613932	50.7441555397	40.9638745862	3.1537015373	37.3421939857	198.4961608127	96.7711273187	127.3585927737	0	5.5412540691	9.1182734709	3.1541289319	163.7057195787	8.7792003077	294.3222726004	2068.3928192376	19.2294595612	47.3181542173	20.7943127617	66.3813465502	0	101.1355405844	492.2128650853	54.9342445364	33.5584374696	38.1763615493	25.0124615659	3.9008128536	29.0524674465	12.4599840383	43.8117037110	5.2295274503	28.8869162273	27.0238900763	0	35.7318189534	0	88.8284440652	0	496.4087773200	4.9969324679	52.0738088877	81.0010759843	0	26.9771976855	0	0	0	1.8611471669	55.6500395640	566.6693029148	52.3456912348	830.4802361828	914.6126350489	0	222.9463008338	0	31.9241087136	12.6383186561	0	0	2519.2649071231	57.3310256805	19.2239734349	0	0	1304.3741086029	50.9691627059	8.8205844283	0	2073.5993358870
PWY-7446: sulfoglycolysis	3.9361361903	14.7639514947	19.9408810276	0	0	214.5427049540	0	7.0469152141	73.3971568597	0	49.5391878275	8.3155280938	80.9070436030	0	0	35.3580353359	85.9659751931	280.8117001077	45.0890085297	68.4381906477	50.9486950377	0	22.1624892390	144.5261843434	71.8365023579	80.3839926588	4.3540309356	7.3134704759	0	19.1399383712	193.6671328343	19.6787184055	165.8172824058	1602.2001836457	28.7064185711	31.9717061896	23.1362467866	70.0109964299	0	53.9388986421	416.1049782666	34.4851778221	21.0902283000	28.8386842116	20.6360214870	0	15.6382663639	0	34.2436855947	3.7868961359	19.0645018484	14.4081587971	0	34.4633669064	1.6679877731	69.5843508086	2.6899798252	129.9669964463	3.3059672709	57.3405136497	56.2319559492	0	7.0963926671	0	0	0	9.2678778335	31.5056636825	383.3022049349	60.9709211206	593.1446247965	878.8818952479	0	0	0	43.2557944270	36.1428392438	4.2588120098	0	1846.1241297729	31.3502233799	25.9895440891	0	0	501.9126418598	16.7427483865	6.3034669068	0	1645.3447673230
PWY-7456: mannan degradation	238.5087767550	2434.5988867482	68.8434807542	1663.1079657389	60.1103979360	17.1054358906	222.2242584403	0	0	0	700.6228433106	0	0	0	0	0	0	0	353.0049869104	0	138.0283022147	0	451.1838737094	75.7375021420	0	48.9539081693	34.3462709226	0	34.2013042068	0	0	0	0	304.3489992340	0	0	196.1346325116	1913.7779131535	0	0	0	0	0	559.6361661180	0	0	0	306.7072638541	0	27.9761570490	1692.9206773422	318.7214190930	0	0	0	476.3615232859	0	5.5641751244	0	473.5887585152	0	27.4613463681	5.5618956512	21.0864983442	110.5230972770	1473.7326434802	114.9478006223	952.7806644484	112.9738689314	1147.0176874691	0	0	16.6606567146	0	0	2087.1615172305	0	299.6487651853	0	0	992.9280488328	0	0	0	43.3752991722	0	468.0641449659	0	0
PWY-7527: L-methionine salvage cycle III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.7855045542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6014754110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0825152997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	529.3460312750	119.3902004678	597.6528895546	220.4449006274	995.2892919252	583.0332715406	366.7233446855	99.3174676761	694.4582197216	1653.5722739206	499.3215035661	453.3528415166	1580.4204564326	1629.8650796526	463.0411225609	644.4324307092	131.3968962795	737.7246066854	334.6392014008	1339.6705629708	481.1515307882	714.9850116512	394.1155994357	1292.1087080026	274.0457285711	374.0535711300	94.0833745109	959.3155215218	830.0604288306	356.8623528874	598.7900240544	241.1307216011	2494.2982318181	2456.2390617747	324.5599766412	558.9945380379	350.2963411863	404.2448505559	37.0253233663	492.0672908147	3079.5089661993	83.2019497970	149.6570520481	324.5583417045	468.3432406052	47.0140568235	907.3919859359	203.0255917219	674.7964083976	265.5211514905	949.6264595203	259.0753661752	861.1349277812	273.0559503408	239.4469832688	973.8712421085	643.5691914050	864.0204927881	493.0801252863	242.0063950948	428.0149689710	323.1641414624	150.3057844019	314.7722025787	590.8329464808	180.7356425968	722.0351445838	963.4706495312	851.0113061109	680.9794208317	1049.2705534694	390.9375434552	163.1535085977	648.8022761808	563.6329537009	1901.7560500120	204.0813266159	1731.4247349643	215.6931320718	2404.0075432371	256.6379892831	2626.5861759037	441.4643340475	159.1158626227	1282.4441478166	511.8398533869	491.9132676859	41.6563489440	2282.6890296765
PWY-7560: methylerythritol phosphate pathway II	696.8883503025	1088.2321387160	2180.8025546848	218.3057692831	121.1394605176	769.3052725984	2037.8984245730	293.3002959607	472.6468297329	0	463.3977798963	82.4032561750	814.1438024517	114.9463233490	0	1455.7674571425	555.3574293515	1760.0480723227	301.3915098541	715.8047821079	700.3724218302	71.4221566694	221.0186499913	2627.0778707628	252.2936495081	1163.9617720795	107.4939242851	85.4345900580	134.3028275358	1929.9572963142	1479.0230533097	295.7005331537	1664.7130094400	1698.9478539379	205.2730199312	678.2905671645	152.2647601746	583.3502655776	16.3187973026	972.8425485887	2352.0430089717	116.0076017100	206.1594592783	1025.5685862228	286.7453953565	56.8518302398	104.1310111663	295.8535792907	768.6306696100	534.4984928764	2045.3070417497	122.1269020049	40.2648456786	391.2022360113	217.7823989397	3267.6538917586	136.9555549677	1737.9153226128	0	1047.5264209456	600.7686452494	96.9588730001	69.3904971247	16.3034306657	1608.2727715524	0	1517.1134784189	418.5332736686	2424.0161267311	187.2193255395	3388.9812897925	2611.5011637387	383.2494423372	874.4790662808	158.7904080328	237.2769995178	858.1623969432	476.1004770926	0	2130.7129997099	671.4859753867	439.4519817151	141.1283857847	32.6101963458	3400.9300402469	1697.6215116294	746.4833654528	97.1891086554	1442.8716244035
PWY-7619: juniperonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1080031080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	3847.1884797471	5194.3603596900	5813.9616958238	6055.3097210410	6039.3561372161	6495.7661402900	3402.3753923459	8792.4963588746	7764.3505549432	7088.7823940230	4091.6750403195	4102.6574459387	6056.4868845445	5399.3551196274	7364.5430939911	4556.1778400028	4657.4426889372	5705.5373578541	3892.9677452106	6953.3124511753	4890.5482512796	5134.9624969534	6472.2100802923	4861.6906173668	5566.0510594067	3543.9024320400	6567.2467922710	5850.4085515610	6315.5343410975	2586.4561675349	5614.3672977911	4314.6772235464	7181.9107338713	6898.5645072499	5097.9837043006	7134.8015946755	3081.5172368503	2591.6486235638	3296.1103138508	7029.3607039118	5226.8387134853	3997.7791324885	4176.1566404976	4674.0770309753	4915.7087878092	4199.0669495574	5794.6339703720	2198.1274872636	7345.9058487741	2107.4128504823	3313.7382200769	5616.6122880225	5195.4644884182	4181.9908446804	1555.4364113006	4996.9506972031	4868.8919225381	3943.2299324385	4667.3192274479	3181.9926819937	5177.2373583156	2953.1035158848	4068.1182768786	2349.0843981993	5807.3576948966	5572.8500606140	4127.6298341712	5212.1386564929	4095.1272179229	5548.6728572441	6505.0053528629	3664.5941277668	4818.2598086312	5330.9992336674	3027.2721152342	7300.4417089456	3537.1900298996	7250.2289059045	6001.7568930995	5922.2976490189	4075.8119158438	3920.8446616885	5203.5622397835	7276.0976900979	4803.9777388937	6945.7951647003	3420.4223600254	6515.5534013272	6464.1349513731
PWY-7664: oleate biosynthesis IV (anaerobic)	436.8743049215	1147.9789339221	922.9753521017	417.1317992292	293.5996526356	693.0834377661	1107.4014636458	138.7878576117	481.1368817005	312.0934420443	550.4752585256	670.7823234644	704.9582106077	160.0394292167	447.2003639162	226.8170199951	423.6599388317	2556.5058142798	318.0846040892	543.6307715920	851.5051953388	270.9328461676	319.8739469875	643.5787794631	376.5730861297	825.0397453879	7.8023443278	199.5946236287	242.4152337537	145.0098083039	852.4708784137	219.7822499742	763.7666997098	3547.2375378448	321.6107057160	588.1556496029	220.2078489264	690.8162299516	101.7001969560	410.6349204816	1258.4722884130	278.7097344564	227.9953894172	91.5072361548	172.4032144814	150.9786157632	49.5311563094	126.5139717498	109.9239721947	249.5382991451	261.5687527814	921.4084686894	457.7000639653	207.9074140789	40.8984421479	1209.8317978354	359.2607618218	1902.8607645870	29.2596350093	273.4764171030	427.6960132547	26.0041624866	377.7087861848	159.2670119926	139.1761629141	402.3133353646	225.5663172923	615.2896247463	1632.0628037613	321.0635466837	1842.0739135874	2078.9339381134	653.0638691714	800.3110501764	273.3685718041	294.8653365688	146.7033571208	263.7656037088	406.4524441650	3703.5153726893	546.9084282234	80.2055793448	252.1030306918	112.0266385854	2462.9313609883	208.6710419194	277.5398167735	361.9395855770	3176.5523371760
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	38.4515921913	178.5970475976	179.0796109847	131.7959184083	29.6849276638	253.4530324981	554.7218425112	29.2395760267	0	0	408.7889713893	209.1946654961	104.5558584778	87.7383859135	57.8522857937	54.6143078657	57.5768909231	236.1398318870	222.4572433043	155.4073413916	317.9184629650	69.2915611772	162.4774251577	352.4489351139	181.5517834550	386.4413708818	230.5986947475	47.4888603536	144.0528324435	80.9615212264	330.0439454098	188.4821021540	0	432.1007255535	125.7758290974	229.5203202402	139.6639461811	212.9851298701	0	9.3520859786	43.8332217649	154.9098498714	146.2234218733	32.6985076973	52.4632484640	29.2914978408	50.7438176993	107.2579348607	92.5001875908	51.1041303440	252.0638624241	58.8737453561	18.6106159564	91.1823721580	15.7651334056	783.4344389499	40.0653421810	638.3313288114	4.1006260803	157.2772326912	72.7451202065	0	75.4799128504	0	56.6895842165	0	50.5211231998	301.1608918951	394.7958651267	184.2270376801	18.9556409766	947.8483904364	22.2274325282	434.9756425655	99.7853431082	269.8369339342	0	13.2553537958	2.8478857767	704.9809796342	102.8836459945	4.2610909723	17.2826105845	87.0736424994	1019.3207093699	89.2144233206	140.3247961227	15.3898865601	707.9809984935
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	999.6993090343	3314.4490956268	1900.8411931073	1987.8590232984	1539.3463066188	3498.4647216698	3264.8993824434	1844.7115027486	857.7888817793	2026.3035270140	1781.2712017675	2541.8030951939	2518.9369606985	4020.1512965853	666.9705564656	274.4442037560	807.6769362124	3935.3616543445	2773.4084970297	989.3569003239	3392.4993908765	705.9083170620	1421.5426958300	3425.1381233320	2776.1389459799	1428.2297901182	3669.7655195354	116.9293310986	2114.4897073606	904.3519890336	1284.2483931587	1375.1160411008	1494.9173271313	4060.2178830433	1456.8691656245	651.7261725867	1007.3125909910	3117.8543956063	724.0550127826	571.7267528575	2370.4205186413	695.1230058814	1441.9929466449	859.2577267709	2427.5138962496	2417.0239450386	47.5327419765	1053.7369736565	2487.5125826799	1380.4794062473	3501.4472951330	576.6627321257	1380.7655789654	1635.7195452081	1191.0016347612	5069.2089742492	655.5957405870	2810.2456138090	2489.9714204942	827.1081456579	2079.4702703972	173.5599901614	774.9048363666	221.5083059468	877.3544935883	120.7995478240	1058.4576417551	800.6400110822	1772.4154150200	1545.3189429253	3307.5413962889	3023.9719016818	2362.3881967522	2590.5419637075	2114.3828131425	3996.1301076341	328.9533812813	2140.0497504012	1528.4824375912	4527.1529317701	1355.4691258290	2329.3052924968	271.1188538895	1293.7246770813	3369.4916488368	452.4367978831	2224.3097143790	643.7437482827	4751.7594133107
PWY-922: mevalonate pathway I	41.5170069281	0	25.3080128168	10.1793718337	12.4652958271	0	139.0161073930	4.8394669771	0	0	38.9363098016	0	0	3.0536609888	0	0	0	35.4270823284	0	0	65.7592104048	3.5041744957	0	171.3041720690	0	47.8691623746	0	0	0	205.7453042688	12.9213791140	0	0	27.5422139430	0	0	0	9.7307031643	0	0	0	0	0	0	9.9129925243	0	0	0	28.1568148813	5.3951149300	0	8.6045383467	0	0	0	545.8174246698	0	0	0	31.5910188962	0	0	0	0	0	0	0	0	4.4643554721	0	0	0	7.6098009972	0	0	0	0	0	0	3.1540229385	13.7474426780	0	0	0	199.0577891166	0	21.6202643715	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	255.3265801333	1066.4552241288	1378.7253895128	182.0597380703	145.0150873251	1123.7542055045	708.2774268474	97.3486540047	345.6050079627	11.2195103459	787.6654036176	443.1760909866	729.2989848398	142.3626328432	38.9056001228	276.8227256509	187.8995227562	2088.0960581996	373.4508580056	589.4977591107	873.3304988050	308.8141789384	206.9309152876	714.8947436203	409.7928942695	645.3912520355	32.4764862423	33.7885017626	44.0435386172	454.9128715684	912.0542989192	105.6846856481	856.9999987423	2646.2764798976	424.6527414823	460.7181375932	92.7651807198	698.5355829488	35.8845972206	374.2909671853	859.9109524826	224.9096245879	79.7093589947	196.0415139543	88.6727111514	27.6180571348	96.1007063006	64.7510777341	240.0496322664	97.2991270091	103.8161016256	102.0734563367	10.6504719754	158.5455380620	45.8041792118	1094.4830182895	120.3410056546	1859.8718493047	46.8575921373	441.5497862443	333.0373116502	11.1734472008	118.2949311399	5.6139442776	149.6822267955	0	100.8004523159	475.8329804175	1496.3932984729	205.9214157220	1922.1621901601	1927.4511191158	415.6546027624	813.8114440495	57.2397637371	259.7099845445	161.0943086321	218.1942827186	11.1665092173	3610.8890545955	349.6702157035	56.8827578975	38.9742772824	85.1826149137	2384.7860547688	214.1935648547	168.0110659726	33.4183926057	3540.2252956100
